timestamp,open,high,low,close,volume
2022-01-01 00:00:00,260570.00000000,263249.00000000,260544.00000000,262986.00000000,3.68217000
2022-01-01 01:00:00,262819.00000000,264395.00000000,262445.00000000,263508.00000000,2.27654000
2022-01-01 02:00:00,263544.00000000,264067.00000000,262990.00000000,263457.00000000,5.54664000
2022-01-01 03:00:00,263476.00000000,264169.00000000,263039.00000000,263756.00000000,1.08583000
2022-01-01 04:00:00,263714.00000000,264079.00000000,262754.00000000,263280.00000000,0.83405000
2022-01-01 05:00:00,263063.00000000,267719.00000000,263000.00000000,265570.00000000,2.02503000
2022-01-01 06:00:00,265939.00000000,266506.00000000,264543.00000000,264544.00000000,1.29442000
2022-01-01 07:00:00,264486.00000000,265993.00000000,264255.00000000,265904.00000000,1.21657000
2022-01-01 08:00:00,265904.00000000,266502.00000000,265111.00000000,265310.00000000,0.59108000
2022-01-01 09:00:00,265636.00000000,265770.00000000,264316.00000000,265226.00000000,5.79847000
2022-01-01 10:00:00,265529.00000000,266243.00000000,263149.00000000,264307.00000000,4.64322000
2022-01-01 11:00:00,264193.00000000,264846.00000000,263478.00000000,263654.00000000,3.73431000
2022-01-01 12:00:00,263655.00000000,265586.00000000,263629.00000000,265267.00000000,4.05023000
2022-01-01 13:00:00,265454.00000000,265877.00000000,264600.00000000,265173.00000000,1.39515000
2022-01-01 14:00:00,265030.00000000,265453.00000000,264008.00000000,264533.00000000,2.41742000
2022-01-01 15:00:00,264590.00000000,267615.00000000,264319.00000000,266206.00000000,5.24075000
2022-01-01 16:00:00,266119.00000000,267712.00000000,265978.00000000,266590.00000000,3.58558000
2022-01-01 17:00:00,266590.00000000,270044.00000000,266281.00000000,269181.00000000,5.36153000
2022-01-01 18:00:00,268987.00000000,269350.00000000,267219.00000000,267872.00000000,2.56546000
2022-01-01 19:00:00,268153.00000000,268315.00000000,266685.00000000,267061.00000000,2.03620000
2022-01-01 20:00:00,267059.00000000,268070.00000000,266384.00000000,267305.00000000,2.28139000
2022-01-01 21:00:00,267130.00000000,268037.00000000,266502.00000000,266820.00000000,1.65568000
2022-01-01 22:00:00,266864.00000000,267734.00000000,266356.00000000,267448.00000000,1.59628000
2022-01-01 23:00:00,267466.00000000,269305.00000000,266562.00000000,268897.00000000,2.29852000
2022-01-02 00:00:00,268897.00000000,269166.00000000,267000.00000000,268326.00000000,1.71044000
2022-01-02 01:00:00,268329.00000000,268448.00000000,266678.00000000,266949.00000000,2.21472000
2022-01-02 02:00:00,266950.00000000,267312.00000000,266481.00000000,267045.00000000,1.26675000
2022-01-02 03:00:00,267045.00000000,267397.00000000,266150.00000000,266718.00000000,2.79733000
2022-01-02 04:00:00,266550.00000000,267098.00000000,263707.00000000,264600.00000000,4.05776000
2022-01-02 05:00:00,264482.00000000,265489.00000000,263985.00000000,265489.00000000,1.61716000
2022-01-02 06:00:00,265318.00000000,266206.00000000,264929.00000000,265735.00000000,2.13780000
2022-01-02 07:00:00,265584.00000000,266502.00000000,265470.00000000,265872.00000000,0.94195000
2022-01-02 08:00:00,265689.00000000,266178.00000000,264751.00000000,266110.00000000,2.24596000
2022-01-02 09:00:00,266123.00000000,267770.00000000,265836.00000000,266664.00000000,1.63420000
2022-01-02 10:00:00,266370.00000000,266991.00000000,265926.00000000,265926.00000000,2.33949000
2022-01-02 11:00:00,266076.00000000,267187.00000000,265990.00000000,266278.00000000,2.68406000
2022-01-02 12:00:00,266397.00000000,267417.00000000,265126.00000000,266760.00000000,2.79139000
2022-01-02 13:00:00,266762.00000000,266762.00000000,265501.00000000,265970.00000000,1.95859000
2022-01-02 14:00:00,265781.00000000,266128.00000000,265051.00000000,265687.00000000,2.81990000
2022-01-02 15:00:00,265548.00000000,266888.00000000,265352.00000000,266700.00000000,6.86932000
2022-01-02 16:00:00,266700.00000000,269743.00000000,266399.00000000,269348.00000000,6.72493000
2022-01-02 17:00:00,269341.00000000,270307.00000000,266892.00000000,267206.00000000,6.56516000
2022-01-02 18:00:00,267193.00000000,267193.00000000,263260.00000000,265365.00000000,8.87527000
2022-01-02 19:00:00,265429.00000000,266430.00000000,264321.00000000,264532.00000000,5.44031000
2022-01-02 20:00:00,264668.00000000,265534.00000000,264200.00000000,265180.00000000,2.95685000
2022-01-02 21:00:00,265156.00000000,265997.00000000,264602.00000000,265194.00000000,1.69461000
2022-01-02 22:00:00,265196.00000000,267209.00000000,265104.00000000,266518.00000000,2.50924000
2022-01-02 23:00:00,266566.00000000,267775.00000000,266448.00000000,266630.00000000,2.95978000
