timestamp,open,high,low,close,volume
2021-01-01 00:00:00,152056.00000000,152286.00000000,150911.00000000,152225.00000000,1.42953500
2021-01-01 01:00:00,152139.00000000,153983.00000000,152055.00000000,153650.00000000,8.85945700
2021-01-01 02:00:00,153650.00000000,153808.00000000,152369.00000000,152735.00000000,3.11452800
2021-01-01 03:00:00,152784.00000000,153412.00000000,152451.00000000,152898.00000000,1.37230900
2021-01-01 04:00:00,153090.00000000,153491.00000000,152081.00000000,152749.00000000,1.65897000
2021-01-01 05:00:00,152850.00000000,152850.00000000,152077.00000000,152456.00000000,0.18676700
2021-01-01 06:00:00,152534.00000000,153101.00000000,152534.00000000,152709.00000000,1.30559500
2021-01-01 07:00:00,152791.00000000,152992.00000000,151410.00000000,152639.00000000,1.10826100
2021-01-01 08:00:00,152758.00000000,153072.00000000,151720.00000000,152375.00000000,1.21188200
2021-01-01 09:00:00,152332.00000000,153120.00000000,152015.00000000,152687.00000000,3.68246600
2021-01-01 10:00:00,152670.00000000,153245.00000000,152464.00000000,152872.00000000,0.96586800
2021-01-01 11:00:00,152915.00000000,153300.00000000,152716.00000000,153010.00000000,1.27882000
2021-01-01 12:00:00,153056.00000000,154167.00000000,152395.00000000,152635.00000000,4.34844000
2021-01-01 13:00:00,152675.00000000,153849.00000000,152662.00000000,153763.00000000,1.65601800
2021-01-01 14:00:00,153763.00000000,153897.00000000,152889.00000000,153117.00000000,2.25121000
2021-01-01 15:00:00,153042.00000000,153399.00000000,152323.00000000,152916.00000000,2.53386400
2021-01-01 16:00:00,152916.00000000,153837.00000000,152569.00000000,153688.00000000,1.34741000
2021-01-01 17:00:00,153656.00000000,153837.00000000,152100.00000000,152608.00000000,2.82416600
2021-01-01 18:00:00,152719.00000000,153599.00000000,151500.00000000,152778.00000000,8.59007800
2021-01-01 19:00:00,152558.00000000,153115.00000000,152235.00000000,152523.00000000,2.88631000
2021-01-01 20:00:00,152486.00000000,153383.00000000,152090.00000000,153086.00000000,4.15937000
2021-01-01 21:00:00,153052.00000000,153359.00000000,152784.00000000,152887.00000000,0.53070000
2021-01-01 22:00:00,152909.00000000,153500.00000000,152778.00000000,153320.00000000,0.79053600
2021-01-01 23:00:00,153384.00000000,153490.00000000,153316.00000000,153480.00000000,0.85605700
2021-01-02 00:00:00,153478.00000000,153601.00000000,152171.00000000,153230.00000000,3.45288700
2021-01-02 01:00:00,153242.00000000,153889.00000000,152850.00000000,153701.00000000,2.85063900
2021-01-02 02:00:00,153604.00000000,154005.00000000,153567.00000000,153567.00000000,1.60704800
2021-01-02 03:00:00,153582.00000000,153701.00000000,153200.00000000,153639.00000000,0.87752700
2021-01-02 04:00:00,153600.00000000,153720.00000000,153100.00000000,153537.00000000,0.80881000
2021-01-02 05:00:00,153566.00000000,154832.00000000,153550.00000000,154414.00000000,1.71068700
2021-01-02 06:00:00,154501.00000000,155250.00000000,153929.00000000,155086.00000000,2.51718300
2021-01-02 07:00:00,155086.00000000,155583.00000000,154850.00000000,155445.00000000,1.64659600
2021-01-02 08:00:00,155445.00000000,155785.00000000,154905.00000000,155737.00000000,0.84857900
2021-01-02 09:00:00,155763.00000000,155920.00000000,154500.00000000,154561.00000000,3.29930600
2021-01-02 10:00:00,154645.00000000,155695.00000000,154230.00000000,155116.00000000,1.35794600
